baseline/
disparate_impact_factor,0.8359193852258424,0.7779558444310362,1.0,0.835919385225843,0.8124268561909915
mean_difference_score,1.0,0.948564414333523,0.835919385225843,0.9999999999999998,0.9983518356684407
bias_amplification_2,0.9983518356684409,0.9475044085396959,0.8124268561909915,0.9983518356684407,0.9999999999999998

domain-discriminative/Max-of-prob-prior-shift/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,0.9999999999999999,0.8635575314927658,0.8351884922112482,1.0,0.9993232242918526
false_positive_subgroup_fairness,0.8635575314927658,1.0,0.6245844451164875,0.863557531492765,0.8686901071893081
disparate_impact_factor,0.8351884922112482,0.6245844451164875,1.0,0.8351884922112478,0.823936685376939
mean_difference_score,1.0,0.863557531492765,0.8351884922112478,1.0,0.9993232242918526
bias_amplification_2,0.9993232242918526,0.8686901071893081,0.823936685376939,0.9993232242918526,1.0

domain-discriminative/Sum-of-prob-prior-shift/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,1.0,0.8679245073956992,0.8419184023157364,1.0,0.9993598784379585
false_positive_subgroup_fairness,0.8679245073956992,1.0,0.6393674639544034,0.8679245073956987,0.8736333677588793
disparate_impact_factor,0.8419184023157364,0.6393674639544034,0.9999999999999998,0.8419184023157377,0.8313332497647339
mean_difference_score,1.0,0.8679245073956987,0.8419184023157377,1.0,0.9993598784379585
bias_amplification_2,0.9993598784379585,0.8736333677588793,0.8313332497647339,0.9993598784379585,1.0

domain-discriminative/rba/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,1.0,0.7590090058943919,0.5979439227521808,1.0,0.99615040966683
false_positive_subgroup_fairness,0.7590090058943919,1.0,0.5127281985816143,0.7590090058943926,0.7596586479106253
disparate_impact_factor,0.5979439227521808,0.5127281985816143,1.0,0.5979439227521834,0.6268977034256208
mean_difference_score,1.0,0.7590090058943926,0.5979439227521834,1.0,0.9961504096668297
bias_amplification_2,0.99615040966683,0.7596586479106253,0.6268977034256208,0.9961504096668297,0.9999999999999997

domain-independent/Conditional/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,1.0,0.9645740902450832,0.8926254179760178,0.9999999999999999,0.9973435002231892
false_positive_subgroup_fairness,0.9645740902450832,0.9999999999999998,0.8250742312004216,0.9645740902450831,0.9664503226509209
disparate_impact_factor,0.8926254179760178,0.8250742312004216,1.0,0.8926254179760174,0.8733085133070069
mean_difference_score,0.9999999999999999,0.9645740902450831,0.8926254179760174,0.9999999999999999,0.997343500223189
bias_amplification_2,0.9973435002231892,0.9664503226509209,0.8733085133070069,0.997343500223189,0.9999999999999998

domain-independent/Sum/
,statistical_parity,false_positive_subgroup_fairness,disparate_impact_factor,mean_difference_score,bias_amplification_2
statistical_parity,0.9999999999999999,0.7451613752425119,0.2786547778856675,1.0,0.9997569984453858
false_positive_subgroup_fairness,0.7451613752425119,0.9999999999999998,0.3539869861213398,0.7451613752425094,0.7399043588337293
disparate_impact_factor,0.2786547778856675,0.3539869861213398,1.0,0.2786547778856665,0.28293414634967745
mean_difference_score,1.0,0.7451613752425094,0.2786547778856665,1.0,0.9997569984453858
bias_amplification_2,0.9997569984453858,0.7399043588337293,0.28293414634967745,0.9997569984453858,1.0

